Bouffalant,626,626,95,110,95,40,95,55,490,Normal,null,NU,Reckless,Sap Sipper,Soundproof,94.6,80,2 Atk,172,Brown,5120,Neutral,Field,null,45,1000000,N,626,626,null,null,null,132
Braviary,628,628,100,123,75,57,75,80,510,Normal,Flying,NU,Keen Eye,Sheer Force,Defiant,41,60,2 Atk,179,Red,null,M (100%),Flying,null,60,1250000,Lv. 54,628,628,null,null,null,134
Breloom,286,311,60,130,80,60,60,70,460,Grass,Fighting,OU,Effect Spore,Poison Heal,Technician,39.2,60,2 Atk,165,Green,null,Neutral,Fairy,Grass,90,1640000,Lv. 23,311,286,null,35,null,null
Bronzong,437,460,67,89,116,79,116,33,500,Steel,Psychic,OU,Levitate,Heatproof,Heavy Metal,187,100,1 Def/1 SpD,188,Green,null,None,Mineral,null,90,1000000,Lv. 33,460,437,null,null,89,null
Bronzor,436,459,57,24,86,24,86,23,300,Steel,Psychic,NU,Levitate,Heatproof,Heavy Metal,60.5,80,1 Def,72,Green,5120,None,Mineral,null,255,1000000,null,459,436,null,null,88,null
Budew,406,340,40,30,35,50,70,55,280,Grass,Poison,NU,Natural Cure,Poison Point,Leaf Guard,1.2,20,1 SpA,68,Green,5120,Neutral,-,null,255,1059860,null,340,406,null,null,25,null
Buizel,418,445,55,65,35,60,30,85,330,Water,null,NU,Swift Swim,null,Water Veil,29.5,60,1 Spe,75,Brown,5120,Neutral,Water 1,Field,190,1000000,null,445,418,null,null,56,null
Buneary,427,453,55,66,44,44,56,85,350,Normal,null,NU,Run Away,Klutz,Limber,5.5,20,1 Spe,84,Brown,5120,Neutral,Field,Human-Like,190,1000000,null,453,427,null,null,67,null
Burmy,412,439,40,29,45,29,45,36,224,Bug,null,NU,Shed Skin,null,Overcoat,3.4,20,1 SpD,61,Gray,3840,Neutral,Bug,null,120,1000000,null,439,412,null,null,45,null
Butterfree,12,12,60,45,50,80,80,70,385,Bug,Flying,NU,Compoundeyes,null,Tinted Lens,32,60,2 SpA/1 SpD,160,White,null,Neutral,Bug,null,45,1000000,Lv. 10,12,12,26,null,null,null
Cacnea,331,358,50,85,40,85,40,35,335,Grass,null,NU,Sand Veil,null,Water Absorb,51.3,80,1 SpA,97,Green,5120,Neutral,Grass,Human-Like,190,1059860,null,358,331,null,119,null,null
Cacturne,332,359,70,115,60,115,60,55,475,Grass,Dark,NU,Sand Veil,null,Water Absorb,77.4,80,1 Atk/1 SpA,177,Green,null,Neutral,Grass,Human-Like,60,1059860,Lv. 32,359,332,null,120,null,null
Camerupt,323,350,70,100,70,105,75,40,460,Fire,Ground,NU,Magma Armor,Solid Rock,Anger Point,220,120,1 Atk/1 SpA,175,Red,null,Neutral,Field,null,150,1000000,Lv. 33,350,323,null,102,null,null
Carnivine,455,474,74,100,72,90,72,46,454,Grass,null,NU,Levitate,null,null,27,60,2 Atk,164,Green,6400,Neutral,Grass,null,200,1250000,N,474,455,null,null,131,null
Carracosta,565,565,74,108,133,83,65,32,495,Water,Rock,NU,Solid Rock,Sturdy,Swift Swim,81,80,2 Def,173,Blue,null,M (87.5%),Water 1,Water 3,45,1000000,Lv. 37,565,565,null,null,null,71
Carvanha,318,345,45,90,20,65,20,65,305,Water,Dark,NU,Rough Skin,null,Speed Boost,20.8,40,1 Atk,88,Red,5120,Neutral,Water 2,null,225,1250000,null,345,318,null,97,null,null
Cascoon,268,292,50,35,55,25,25,15,205,Bug,null,NU,Shed Skin,null,null,11.5,40,2 Def,72,Purple,null,Neutral,Bug,null,120,1000000,Lv. 7,292,268,null,17,51,null
Castform,351,378,70,70,70,70,70,70,420,Normal,null,NU,Forecast,null,null,0.8,20,1 HP,145,White,6400,Neutral,Fairy,Amorphous,45,1000000,N,378,351,null,142,null,null
Caterpie,10,10,45,30,35,20,20,45,195,Bug,null,NU,Shield Dust,null,Run Away,2.9,20,1 HP,53,Green,3840,Neutral,Bug,null,255,1000000,null,10,10,24,null,null,null
Celebi,251,275,100,100,100,100,100,100,600,Psychic,Grass,UU,Natural Cure,null,null,5,20,3 HP,64,Green,NONE,None,-,null,45,1059860,N,275,251,251,null,null,null
Chandelure,609,609,60,55,90,145,90,80,520,Ghost,Fire,OU,Flash Fire,Flame Body,Shadow Tag,34.3,60,3 SpA,234,Black,null,Neutral,Amorphous,null,45,1059860,Dusk Stone,609,609,null,null,null,115
Chansey,113,127,250,5,5,35,105,50,450,Normal,null,UU,Natural Cure,Serene Grace,Healer,34.6,60,2 HP,255,Pink,10240,F (100%),Fairy,null,30,800000,Morn/Day Fr. h/ Oval Stone,127,113,217,null,97,null
Charizard,6,6,78,84,78,109,85,100,534,Fire,Flying,UU,Blaze,null,Solar Power,90.5,80,3 SpA,209,Red,null,M (87.5%),Monster,Dragon,45,1059860,Lv. 36,6,6,231,null,null,null
Charmander,4,4,39,52,43,60,50,65,309,Fire,null,NU,Blaze,null,Solar Power,8.5,20,1 Spe,65,Red,5120,M (87.5%),Monster,Dragon,45,1059860,null,4,4,229,null,null,null
Charmeleon,5,5,58,64,58,80,65,80,405,Fire,null,NU,Blaze,null,Solar Power,19,40,1 SpA/1 Spe,142,Red,null,M (87.5%),Monster,Dragon,45,1059860,Lv. 16,5,5,230,null,null,null
Chatot,441,461,76,65,45,92,42,91,411,Normal,Flying,NU,Keen Eye,Tangled Feet,Big Pecks,1.9,20,1 Atk,107,Black,5120,Neutral,Flying,null,30,1059860,N,461,441,null,null,102,null
Cherrim,421,448,70,60,70,87,78,85,450,Grass,null,NU,Flower Gift,null,null,9.3,20,2 SpA,133,Pink,null,Neutral,Fairy,Grass,75,1000000,Lv. 25,448,421,null,null,59,null
Cherubi,420,447,45,35,45,62,53,35,275,Grass,null,NU,Chlorophyll,null,null,3.3,20,1 SpA,68,Pink,5120,Neutral,Fairy,Grass,190,1000000,null,447,420,null,null,58,null
Chikorita,152,183,45,49,65,49,65,45,318,Grass,null,NU,Overgrow,null,Leaf Guard,6.4,20,1 SpD,64,Green,5120,M (87.5%),Monster,Grass,45,1059860,null,183,152,1,null,null,null
Chimchar,390,419,44,58,44,58,44,61,309,Fire,null,NU,Blaze,null,Iron Fist,6.2,20,1 Spe,65,Brown,5120,M (87.5%),Field,Human-Like,45,1059860,null,419,390,null,null,4,null
Chimecho,358,387,65,50,70,95,80,65,425,Psychic,null,NU,Levitate,null,null,1,20,1 SpA/1 SpD,147,Blue,6400,Neutral,Amorphous,null,45,800000,Nite Friendship,387,358,null,151,83,null
Chinchou,170,200,75,38,38,56,56,67,330,Water,Electric,NU,Volt Absorb,Illuminate,Water Absorb,12,40,1 HP,90,Blue,5120,Neutral,Water 2,null,190,1250000,null,200,170,174,181,null,null
Chingling,433,386,45,30,50,65,50,45,285,Psychic,null,NU,Levitate,null,null,0.6,20,1 SpA,74,Yellow,6400,Neutral,-,null,120,800000,null,386,433,null,null,82,null
Ciccino,573,573,75,95,60,65,60,115,470,Normal,null,NU,Cute Charm,Technician,Skill Link,7.5,20,2 Spe,165,Gray,null,F (75%),Field,null,60,800000,Shiny Stone,573,573,null,null,null,79
Clamperl,366,395,35,64,85,74,55,32,345,Water,null,NU,Shell Armor,null,Rattled,52.5,80,1 Def,142,Blue,5120,Neutral,Water 1,null,255,600000,null,395,366,null,176,null,null
Claydol,344,371,60,70,105,70,120,75,500,Ground,Psychic,RU,Levitate,null,null,108,100,2 SpD,189,Black,null,None,Mineral,null,90,1000000,Lv. 36,371,344,null,132,null,null
Clefable,36,38,95,70,73,85,90,60,473,Normal,null,RU,Cute Charm,Magic Guard,Unaware,40,60,3 HP,129,Pink,null,F (75%),Fairy,null,25,800000,Moon Stone,38,36,42,null,101,null
Clefairy,35,37,70,45,48,60,65,35,323,Normal,null,NU,Cute Charm,Magic Guard,Friend Guard,7.5,20,2 HP,68,Pink,null,F (75%),Fairy,null,150,800000,Friendship,37,35,41,null,100,null
Cleffa,173,36,50,25,28,45,55,15,218,Normal,null,NU,Cute Charm,Magic Guard,Friend Guard,3,20,2 SpD,37,Pink,2560,F (75%),-,null,150,800000,null,36,173,40,null,99,null
Cloyster,91,99,50,90,180,85,45,70,520,Water,Ice,OU,Shell Armor,Skill Link,Overcoat,132.5,100,2 Def,203,Purple,null,Neutral,Water 3,null,60,1250000,Water Stone,99,91,170,null,null,null
Cobalion,638,638,91,90,129,90,72,108,580,Steel,Fighting,UU,Justified,null,null,250,120,3 Def,261,Blue,NONE,None,-,null,3,1250000,N,638,638,null,null,null,144
Cofagrigus,563,563,58,50,145,95,105,30,483,Ghost,null,RU,Mummy,null,null,76.5,80,2 Def,169,Yellow,null,Neutral,Mineral,Amorphous,90,1000000,Lv. 34,563,563,null,null,null,69
Combee,415,442,30,30,42,30,42,70,244,Bug,Flying,NU,Honey Gather,null,Hustle,5.5,20,1 Spe,63,Yellow,3840,M (87.5%),Bug,null,120,1059860,null,442,415,null,null,53,null
Combusken,256,280,60,85,60,85,60,55,405,Fire,Fighting,NU,Blaze,null,Speed Boost,19.5,40,1 Atk/1 SpA,142,Red,null,M (87.5%),Field,null,45,1059860,Lv. 16,280,256,null,5,null,null
Conkeldurr,534,534,105,140,95,55,65,45,505,Fighting,null,OU,Guts,Sheer Force,Iron Fist,87,80,3 Atk,227,Brown,null,M (75%),Human-Like,null,45,1059860,Trade,534,534,null,null,null,40
Corphish,341,368,43,80,65,50,35,35,308,Water,null,NU,Hyper Cutter,Shell Armor,Adaptability,11.5,40,1 Atk,111,Red,3840,Neutral,Water 1,Water 3,205,1640000,null,368,341,null,129,null,null
Corsola,222,253,55,55,85,65,85,35,380,Water,Rock,NU,Hustle,Natural Cure,Regenerator,5,20,1 Def/1 SpD,113,Pink,5120,F (75%),Water 1,Water 3,60,800000,N,253,222,171,180,null,null
Cottonee,546,546,40,27,60,37,50,66,280,Grass,null,NU,Prankster,Infiltrator,Chlorophyll,0.6,20,1 Spe,56,Green,5120,Neutral,Grass,Fairy,190,1000000,null,546,546,null,null,null,52
Cradily,346,373,86,81,97,81,107,43,495,Rock,Grass,NU,Suction Cups,null,Storm Drain,60.4,80,2 SpD,199,Green,null,M (87.5%),Water 3,null,45,600000,Lv. 40,373,346,null,134,null,null
Cranidos,408,435,67,125,40,30,30,58,350,Rock,null,NU,Mold Breaker,null,Sheer Force,31.5,60,1 Atk,99,Blue,7680,M (87.5%),Monster,null,45,600000,null,435,408,null,null,36,null
Crawdaunt,342,369,63,120,85,90,55,55,468,Water,Dark,NU,Hyper Cutter,Shell Armor,Adaptability,32.8,60,2 Atk,161,Red,null,Neutral,Water 1,Water 3,155,1640000,Lv. 30,369,342,null,130,null,null
Cresselia,488,488,120,70,120,75,130,85,600,Psychic,null,RU,Levitate,null,null,85.6,80,3 SpD,210,Yellow,NONE,F (100%),-,null,3,1250000,N,488,488,null,null,null,null
Croagunk,453,472,48,61,40,61,40,50,300,Poison,Fighting,NU,Anticipate,Dry Skin,Poison Touch,23,40,1 Atk,83,Blue,2560,Neutral,Human-Like,null,140,1000000,null,472,453,null,null,129,null
Crobat,169,46,85,90,80,70,80,130,535,Poison,Flying,UU,Inner Focus,null,Infiltrator,75,80,3 Spe,204,Purple,null,Neutral,Flying,null,90,1000000,Friendship,46,169,39,65,30,null
Croconaw,159,190,65,80,80,59,63,58,405,Water,null,NU,Torrent,null,Sheer Force,25,40,1 Atk/1 Def,143,Blue,null,M (87.5%),Monster,Water 1,45,1059860,Lv. 18,190,159,8,null,null,null
Crustle,558,558,70,95,125,65,75,45,475,Bug,Rock,RU,Sturdy,Shell Armor,Weak Armor,200,120,2 Def,166,Red,null,Neutral,Bug,Mineral,75,1000000,Lv. 34,558,558,null,null,null,64
Cryogonal,615,615,70,50,30,95,135,105,485,Ice,null,NU,Levitate,null,null,148,100,2 SpD,170,Blue,6400,None,Mineral,null,25,1000000,N,615,615,null,null,null,121
Cubchoo,613,613,55,70,40,60,40,40,305,Ice,null,NU,Snow Cloak,null,Rattled,8.5,20,1 Atk,61,White,5120,Neutral,Field,null,120,1000000,null,613,613,null,null,null,119
Cubone,104,113,50,50,95,40,50,35,320,Ground,null,NU,Rock Head,Lightningrod,Battle Armor,6.5,20,1 Def,87,Brown,5120,Neutral,Monster,null,190,1000000,null,113,104,203,null,null,null
Cyndaquil,155,186,39,52,43,60,50,65,309,Fire,null,NU,Blaze,null,Flash Fire,7.9,20,1 Spe,65,Yellow,5120,M (87.5%),Field,null,45,1059860,null,186,155,4,null,null,null
Darkrai,491,491,70,90,90,135,90,125,600,Dark,null,Uber,Bad Dreams,null,null,50.5,80,1 Spe/2 SpA,210,Black,NONE,None,-,null,3,1250000,N,491,491,null,null,null,null
Darmanitan,555,555,105,140,55,30,55,95,480,Fire,null,OU,Sheer Force,null,Zen Mode,92.9,80,2 Atk,168,Red,null,Neutral,Field,null,60,1059860,Lv. 35,555,555,null,null,null,61
Darmanitan_Z,555.1,555.1,105,30,105,140,105,55,540,Fire,Psychic,OU,null,null,Zen Mode,92.9,80,2 Atk,189,Red,null,Neutral,Field,null,60,1059860,null,555.1,555.1,null,null,null,61.1
Darumaka,554,554,70,90,45,15,45,50,315,Fire,null,NU,Hustle,null,Inner Focus,37.5,60,1 Atk,63,Red,5120,Neutral,Field,null,120,1059860,null,554,554,null,null,null,60
Deerling,585,585,60,60,50,40,50,75,335,Normal,Grass,NU,Chlorophyll,Sap Sipper,Serene Grace,19.5,40,1 Spe,67,Yellow,5120,Neutral,Field,null,190,1000000,null,585,585,null,null,null,91
Deino,633,633,52,65,50,45,50,38,300,Dark,Dragon,NU,Hustle,null,null,17.3,40,1 Atk,60,Blue,10240,Neutral,Dragon,null,45,1250000,null,633,633,null,null,null,139
Delcatty,301,326,70,65,65,55,55,70,380,Normal,null,NU,Cute Charm,Normalize,Wonder Skin,32.6,60,1 HP/1 Spe,138,Purple,null,F (75%),Field,Fairy,60,800000,Moon Stone,326,301,null,62,null,null
Delibird,225,256,45,55,45,65,45,75,330,Ice,Flying,NU,Vital Spirit,Hustle,Insomnia,16,40,1 Spe,183,Red,5120,Neutral,Water 1,Field,45,800000,N,256,225,190,null,null,null
Deoxys_A,386.1,415.1,50,180,20,180,20,150,600,Psychic,null,Uber,Pressure,null,null,60.8,80,1 Atk/1 SpA/1 Spe,215,Red,NONE,None,-,null,3,1250000,N,415.1,386.1,null,202.1,null,null
Deoxys_D,386.2,415.2,50,70,160,70,160,90,600,Psychic,null,UU,Pressure,null,null,60.8,80,1 Atk/1 SpA/1 Spe,215,Red,NONE,None,-,null,3,1250000,N,415.2,386.2,null,202.2,null,null
Deoxys_N,386,415,50,150,50,150,50,150,600,Psychic,null,Uber,Pressure,null,null,60.8,80,1 Atk/1 SpA/1 Spe,215,Red,NONE,None,-,null,3,1250000,N,415,386,null,202,null,null
Deoxys_S,386.3,415.3,50,95,90,95,90,180,600,Psychic,null,OU,Pressure,null,null,60.8,80,1 Atk/1 SpA/1 Spe,215,Red,NONE,None,-,null,3,1250000,N,415.3,386.3,null,202.3,null,null
Dewgong,87,95,90,70,80,70,95,70,475,Water,Ice,NU,Thick Fat,Hydration,Ice Body,120,100,2 SpD,176,White,null,Neutral,Water 1,Field,75,1000000,Lv. 34,95,87,177,null,null,null
Dewott,502,502,75,75,60,83,60,60,413,Water,null,NU,Torrent,null,Shell Armor,24.5,40,2 SpA,145,Blue,null,M (87.5%),Field,null,45,1059860,Lv. 17,502,502,null,null,null,8
Dialga,483,483,100,120,120,150,100,90,680,Steel,Dragon,Uber,Pressure,null,Telepathy,683,120,3 SpA,220,White,NONE,None,-,null,30,1250000,N,483,483,null,null,149,null
Diglett,50,55,10,55,25,35,45,95,265,Ground,null,NU,Sand Veil,Arena Trap,Sand Force,0.8,20,1 Spe,81,Brown,5120,Neutral,Field,null,255,1000000,null,55,50,132,null,null,null
Ditto,132,156,48,48,48,48,48,48,288,Normal,null,NU,Limber,null,Imposter,4,20,1 HP,61,Purple,null,None,Ditto,null,35,1000000,N,156,132,92,null,null,null
Dodrio,85,93,60,110,70,60,60,100,460,Normal,Flying,NU,Run Away,Early Bird,Tangled Feet,85.2,80,2 Atk,158,Brown,null,Neutral,Flying,null,45,1000000,Lv. 31,93,85,200,93,null,null
Doduo,84,92,35,85,45,35,35,75,310,Normal,Flying,NU,Run Away,Early Bird,Tangled Feet,39.2,60,1 Atk,96,Brown,5120,Neutral,Flying,null,190,1000000,null,92,84,199,92,null,null
Donphan,232,263,90,120,120,60,60,50,500,Ground,null,UU,Sturdy,null,Sand Veil,120,100,1 Atk/1 Def,189,Gray,null,Neutral,Field,null,60,1000000,Lv. 25,263,232,196,166,null,null
Dragonair,148,179,61,84,65,70,70,70,420,Dragon,null,NU,Shed Skin,null,Marvel Scale,16.5,40,2 Atk,144,Blue,null,Neutral,Water 1,Dragon,45,1250000,Lv. 30,179,148,242,null,null,null
